Date,start_time,end_time,Panel_ID,x,y,Lv(W255),VBAT1-V,VBAT1(mA)-I,ELVSS-V,ELVSS(mA)-I,VDD1-V,VDD1(mA)-I,VCI-V,VCI(mA)-I,VBAT2-V,VBAT2(mA)-I,VDD2-V,VDD2(mA)-I,Power(W255)
20180807,::,::,20180807184658_NoCellID,0.302100,0.330000,200.100000,5.012000,276.100006,3.500000,274.600006,1.807000,159.100006,3.008000,0.400000,0.000000,0.000000,7.809000,51.400002,3.034993
